,incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type,University of Illinois Police Department Patrol Boundary Shapes - i5tx-m5f3
5660,98154611,II1200271,02/09/2012 10:55:00 PM,[UIPD] BATTERY,"""BATTERY                            <BR/><BR/>OFFICER WAS FLAGGED DOWN BY A SUBJECT WHO HAD JUST BEEN THRO WN OUT OF CLYBOURNE'S. AFTER FURTHER INVESTIGATION, THE SUBJ ECT WAS ARRESTED FOR DISORDERLY CONDUCT, BATTERY, AND RESIST ING/OBSTRUCTING A PEACE OFFICER.""",,SIXTH S & GREEN ST.,,URBANA,IL,,,40.110214,-88.23039,02/10/2012 07:20:01 PM,02/12/2012 01:35:02 PM,POINT (-88.23039 40.110214),22,Thursday,Assault,206477.0
5738,757354594,II1600666,04/18/2016 01:50:00 AM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>OFFICERS RESPONDED TO ASSIST URBANA POLICE WITH A ROBBERY TH AT HAD OCCURRED AT THE CIRCLE K, 1821 S PHILO RD, URBANA. NO SUSPECTS WERE APPREHENDED AT THIS TIME.",,1800 Block PHILO RD S,,URBANA,IL,,,40.0951,-88.1911,04/20/2016 11:05:45 AM,04/20/2016 01:25:02 PM,POINT (-88.1911 40.0951),1,Monday,Robbery,
5765,763669129,II1601053,06/28/2016 09:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS RESPONDED TO A REPORT THAT AN EMPLOYEE PUSHED A FELLOW EMPLOYEE. THE OFFENDER WAS ISSUED A STATE NOTICE TO APPEAR.,,1000 Block LINCOLN AV S,,URBANA,IL,,,40.1041,-88.2199,06/30/2016 03:21:29 PM,06/30/2016 05:30:03 PM,POINT (-88.2199 40.1041),9,Tuesday,Assault,206477.0
5768,763778008,II1601059,06/29/2016 11:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>R/P REPORTS SHE WAS BATTERED BY A FELLOW EMPLOYEE. R/P REQUE ST A REPORT ONLY AND DOES NOT WANT CHARGERS FILED.,,1000 Block ILLINOIS ST W,,URBANA,IL,,,40.1092,-88.2213,07/01/2016 04:31:38 PM,07/01/2016 06:40:02 PM,POINT (-88.2213 40.1092),11,Wednesday,Assault,206477.0
5772,764667166,II1601096,07/08/2016 09:07:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>AN UNKNOWN SUSPECT TOOK VICTIM'S HAT; THEN HAD A PHYSICAL CO NFRONTATION WITH VICTIM MOMENTS LATER.,,1900 Block FIRST ST S,,URBANA,IL,,,40.0937,-88.2376,07/11/2016 05:43:08 PM,07/11/2016 07:50:03 PM,POINT (-88.2376 40.0937),21,Friday,Assault,206477.0
5775,764723398,II1601100,07/10/2016 02:03:00 AM,[UIPD] BATTERY,"BATTERY                            <BR/><BR/>SUBJECTS WERE FIGHTING IN STREET, ONE SUBJECT WAS ISSUED A CHAMPAIGN NTA FOR FIGHTING.",,600 Block DANIEL ST E,,URBANA,IL,,,40.1081,-88.2295,07/12/2016 10:08:14 AM,07/12/2016 12:15:03 PM,POINT (-88.2295 40.1081),2,Sunday,Assault,206477.0
5779,766394007,II1601154,06/28/2016 02:00:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>R/P REPORTS SHE WAS PINCHED ON THE ELBOW BY A FELLOW EMPLOYE E. R/P WOULD LIKE A REPORT ON FILE ONLY,,1000 Block LINCOLN AV S,,URBANA,IL,,,40.1041,-88.2199,07/29/2016 02:30:47 PM,07/29/2016 04:35:02 PM,POINT (-88.2199 40.1041),14,Tuesday,Assault,206477.0
5818,771965116,II1600254,01/16/2016 01:50:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>,,GREEN ST E & THIRD ST,,URBANA,IL,,,40.1089,-88.2292,09/13/2016 03:16:42 PM,09/13/2016 06:39:15 PM,POINT (-88.2292 40.1089),1,Saturday,Assault,206477.0
5825,770968742,II1601347,08/31/2016 11:50:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> OFFICER TOOK BATTERY REPORT.,,400 Block MATHEWS AV N,,URBANA,IL,,,40.1158,-88.2274,09/03/2016 05:36:10 PM,09/03/2016 07:35:02 PM,POINT (-88.2274 40.1158),11,Wednesday,Assault,206477.0
5868,775945711,II1601619,10/08/2016 01:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICER RESPONDED TO SAUNDERS HALL IN REFERENCE TO A BATTERY THAT OCCURED ON 10/08/16 AT APPROXIMATELY 0100 HOURS. ALL P ARTIES WERE LOCATED ON SCENE AND I WOULD LIKE THIS REPORT FO RWARDED TO STUDENT DISCIPLINE.,,1000 Block PENNSYLVANIA AV W,,URBANA,IL,,,40.1003,-88.2207,10/09/2016 11:37:13 AM,10/09/2016 01:37:49 PM,POINT (-88.2207 40.1003),1,Saturday,Assault,206477.0
5870,778267186,II1601688,10/17/2016 10:02:00 PM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>OFFICERS TOOK A REPORT REGARDING A BATTERY THAT OCCURRED AT THE ARC ON 10/17/16.,,200 Block PEABODY DR E,,URBANA,IL,,,40.1006,-88.236,10/25/2016 10:47:31 AM,10/25/2016 12:47:42 PM,POINT (-88.236 40.1006),22,Monday,Assault,206477.0
5881,77645450,II1101370,08/20/2011 01:40:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>A ROBBERY OCCURRED BETWEEN F11 AND ILLINI GROVE AND $50 USC WAS TAKEN.,,900 Block PENNSYLVANIA W,,URBANA,IL,,,40.100626,-88.219279,08/21/2011 01:25:06 PM,09/08/2015 10:50:08 PM,POINT (-88.219279 40.100626),1,Saturday,Robbery,206477.0
5882,83880916,II1101912,10/09/2011 05:30:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> UNKNOWN SUBJECTS BATTERED VICTIM AND STOLE HIS CELL PHONE.,,1300 Block SPRINGFIELD W,,URBANA,IL,,,40.112747,-88.225624,10/10/2011 05:25:02 PM,09/08/2015 10:50:08 PM,POINT (-88.225624 40.112747),5,Sunday,Robbery,206477.0
5883,91312273,II1102496,11/18/2011 10:20:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICERS RESPONDED TO A REPORTED ROBBERY. OFFENDER CONFRONTE D VICTIM AND DEMANDED PROPERTY. OFFENDER NOT LOCATED.,,FIFTH ST S & HEALEY ST,,URBANA,IL,61820.0,,40.1114849,-88.23206400000001,12/22/2011 08:10:01 PM,09/08/2015 10:50:08 PM,POINT (-88.232064 40.1114849),22,Friday,Robbery,206477.0
5884,107176631,II1200727,04/14/2012 02:11:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICER WITNESSED WHAT WAS FOUND TO BE A ROBBERY/MOB ACTION. ONE SUBJECT WAS ARRESTED.,,FOURTH S & HEALEY,,URBANA,IL,,,40.111472,-88.233565,04/14/2012 12:35:02 PM,09/08/2015 10:50:08 PM,POINT (-88.233565 40.111472),2,Saturday,Robbery,206477.0
5886,121850898,II1201392,08/09/2012 07:15:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> OFFICERS RESPONDED TO A ROBBERY IN PROGRESS.,,1200 Block UNIVERSITY AV W,,URBANA,IL,,,40.116396,-88.224042,08/10/2012 06:15:01 PM,09/08/2015 10:50:08 PM,POINT (-88.224042 40.116396),7,Thursday,Robbery,206477.0
5887,127999878,II1201836,09/30/2012 12:10:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>REPORT OF A ROBBERY THAT OCCURRED SOMEWHERE IN CAMPUS TOWN. VICTIM WAS STRUCK IN THE FACEAND HAD PERSONAL ITEMS STOLEN,,1400 Block GREEN STREET W,,URBANA,IL,61801.0,,40.1104375,-88.2272251,10/01/2012 04:55:02 PM,09/08/2015 10:50:08 PM,POINT (-88.2272251 40.1104375),0,Sunday,Robbery,206477.0
5888,128614471,II1201904,10/08/2012 05:46:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICERS RESPONDED TO A ROBBERY IN URBANA.  TWO SUBJECTS FOR CABLY STOLE A FEMALES PURSE.,,1000 Block CLARK ST W,,URBANA,IL,,,40.115429,-88.224026,10/09/2012 04:20:02 PM,09/08/2015 10:50:08 PM,POINT (-88.224026 40.115429),17,Monday,Robbery,206477.0
5889,129788104,II1202013,10/24/2012 12:01:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>SUBJECT WAS WALKING HOME WHEN 2 BLACK MALES CONFRONTED HIM. VICTIM WAS PUNCHED SEVERAL TIMES AND HIS CELL PHONE AND WALL ET WERE TAKEN.,,1900 Block ORCHARD ST S,,URBANA,IL,,,40.093647,-88.21261899999999,10/24/2012 07:00:02 PM,09/08/2015 10:50:08 PM,POINT (-88.212619 40.093647),0,Wednesday,Robbery,206477.0
5890,133763655,II1202241,11/26/2012 07:00:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/>SUBJECT WAS ROBBED LEADING TO A SEARCH WARRANT AT A RESIDENC E.,,JOHN STREET E & SECOND,,URBANA,IL,,,40.109021999999996,-88.237027,11/28/2012 04:05:02 PM,09/08/2015 10:53:08 PM,POINT (-88.237027 40.109022),19,Monday,Robbery,206477.0
5891,134995761,II1202338,12/08/2012 09:45:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>ROBBERY OCCURRED WHILE SUBJECT WAS RIDING HER BICYCLE. ALL I TEMS RECOVERED EXCEPT CASH.,,200 Block GOODWIN AV N,,URBANA,IL,,,40.113535,-88.223988,12/09/2012 08:05:01 PM,09/08/2015 10:50:08 PM,POINT (-88.223988 40.113535),21,Saturday,Robbery,206477.0
5892,136256409,II1202375,12/14/2012 08:16:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/> OFFICER RESPONDED TO REPORT OF AN ARMED ROBERRY IN LOT B-21.,,SPRINGFIELD AV W & GOODWIN,,URBANA,IL,,,40.112790000000004,-88.220671,12/19/2012 03:20:02 PM,09/08/2015 10:53:08 PM,POINT (-88.220671 40.11279),20,Friday,Robbery,206477.0
5894,149497847,II1300639,04/05/2013 11:44:00 AM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>UIPD RESPONDED TO BURNHAM 310 APARTMENTS, 310 E. SPRINGFIELD IN CHAMPAIGN, IN REFERENCE TO A ROBBERY REPORT THAT OCCURED EARLY THIS MORNING ALONG THE 100 BLOCK OF NORTH MATHEWS, UR BANA.",,300 Block SPRINGFIELD AVE E,,URBANA,IL,,,40.112747,-88.225624,04/06/2013 12:30:02 PM,09/08/2015 10:50:08 PM,POINT (-88.225624 40.112747),11,Friday,Robbery,206477.0
5896,225218069,II1301429,08/17/2013 02:43:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>SUBJECT WAS WALKING HOME WEHN HE WAS ATTACKED BY TWO BLACK M ALES WHO ATTEMPTED TO TAKE HIS PROPERTY FROM HIS POCKETS. HE WAS STRUCK ABOUT THE HEAD AND UPPER BODY SEVERAL TIMES.,,WRIGHT S & SPRINGFIELD,,URBANA,IL,61820.0,,40.1127124,-88.228928,08/20/2013 07:15:41 PM,09/08/2015 10:50:08 PM,POINT (-88.228928 40.1127124),2,Saturday,Robbery,206477.0
5897,225218067,II1301431,08/17/2013 09:26:00 PM,[UIPD] ROBBERY-AGGRAVATED,ROBBERY-AGGRAVATED                 <BR/><BR/> UNKNOWN PERSONS ASSAULTED VICTIM AND STOLE HIS ICARD.,,MATTHEW S & GOODWIN,,URBANA,IL,,,40.1105875,-88.2072697,08/20/2013 07:15:41 PM,09/08/2015 10:53:08 PM,POINT (-88.2072697 40.1105875),21,Saturday,Robbery,
5898,233777409,II1301545,08/30/2013 11:51:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> SUSPECTS BATTER AND ATTEMPT TO ROB VICTIMS.,,OREGON ST W & GOODWIN AVE,,URBANA,IL,61801.0,,40.106984999999995,-88.223851,09/01/2013 04:11:11 PM,09/08/2015 10:50:08 PM,POINT (-88.223851 40.106985),23,Friday,Robbery,206477.0
5899,243523639,II1301693,09/13/2013 01:40:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICER RESPONDED TO A ROBBERY WHERE A VICTIM WAS PUSHED DOW N AND HER PURSE WAS STOLEN,,1000 Block FIFTH ST S,,URBANA,IL,61820.0,,40.1068113,-88.2319662,09/14/2013 08:05:49 PM,09/08/2015 10:50:08 PM,POINT (-88.2319662 40.1068113),1,Friday,Robbery,206477.0
5900,249733644,II1301752,09/19/2013 07:46:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> ROBBERY OF A PURSE,,STOUGHTON & WRIGHT,,URBANA,IL,61801.0,,40.113496000000005,-88.22892890000001,09/21/2013 04:42:52 PM,09/08/2015 10:50:08 PM,POINT (-88.2289289 40.113496),19,Thursday,Robbery,206477.0
5901,263316811,II1301922,10/07/2013 11:27:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> UNKNOWN PERSON BATTERED VICTIM.,,1400 Block GREEN ST W,,URBANA,IL,61801.0,,40.110452,-88.2272186,10/09/2013 02:25:58 PM,09/08/2015 10:50:08 PM,POINT (-88.2272186 40.110452),23,Monday,Robbery,206477.0
5902,340146016,II1400051,01/14/2014 08:58:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICER RESPONDED TO A CHECK WELFARE CALL ON AN ASIAN FEMALE WHERE THE SUBJECT ENDED UP BEING THE VICTIM OF A ROBBERY.,,GOODWIN & MAIN,,URBANA,IL,61801.0,,40.1144862,-88.22401009999999,01/16/2014 05:31:31 PM,09/08/2015 10:50:08 PM,POINT (-88.2240101 40.1144862),20,Tuesday,Robbery,206477.0
5903,387615314,II1400511,03/15/2014 12:45:00 PM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/> SUBJECT WAS ROBBED BY A STRANGER WITH A GUN.,,100 Block MATHEWS S,,URBANA,IL,61801.0,,40.112022700000004,-88.2255903,03/16/2014 08:06:48 PM,09/08/2015 10:53:08 PM,POINT (-88.2255903 40.1120227),12,Saturday,Robbery,206477.0
5905,421868737,II1400765,04/23/2014 08:11:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICER RESPONDS TO TAKE A ROBBERY REPORT. SUSPECTS ARE KNOWN TO VICTIM. SUSPECTS WERE NOT LOCATED FOR QUESTIONING.,,1000 Block LINCOLN AVE S,,URBANA,IL,61801.0,,40.1045085,-88.219196,04/24/2014 04:01:58 PM,09/08/2015 10:50:08 PM,POINT (-88.219196 40.1045085),20,Wednesday,Robbery,206477.0
5907,501488204,II1401227,07/21/2014 11:22:00 AM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>REPORTED STRONG ARMED ROBBERY ATTEMPT IN 400 BLOCK OF S GOOD WIN AVE, URBANA.  SUSPECT LOCATED AND ARRESTED.",,400 Block GOODWIN AV S,,URBANA,IL,61801.0,,40.1156999,-88.224012,07/22/2014 04:27:26 PM,09/08/2015 10:50:08 PM,POINT (-88.224012 40.1156999),11,Monday,Robbery,206477.0
5913,534160476,II1401379,08/23/2014 04:30:00 AM,[UIPD] ROBBERY-ARMED,ROBBERY-ARMED                      <BR/><BR/>OFFICER TOOK A ROBBERY REPORT WITH NO SUSPECT INFORMATION AVAILABLE.,,VINE ST & ILLINOIS,,URBANA,IL,,,40.1,-88.2352,08/25/2014 04:37:35 PM,09/08/2015 10:53:08 PM,POINT (-88.2352 40.1),4,Saturday,Robbery,206477.0
5918,580024085,II1401862,10/12/2014 05:10:00 PM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/> SUBJECT TOOK MONEY FRON AN INDIVIDUAL AT AN ATM,,1400 Block GREEN ST W,,URBANA,IL,,,40.1098,-88.2272,10/13/2014 06:02:52 PM,09/08/2015 10:50:08 PM,POINT (-88.2272 40.1098),17,Sunday,Robbery,206477.0
5919,587520862,II1401932,10/19/2014 08:06:00 PM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>OFFICER(S) RESPONDED TO A REPORTED BATTERY AND ROBBERY OF A U OF I STUDENT, THAT OCCURRED ON THE NORTH SIDE OF DCL. THE VICTIM'S I-PHONE WAS STOLEN. THE SUSPECTS WERE LATER APPREHE NDED AND THE VICTIM'S PROPERTY WAS RECOVERED.",,1300 Block 1304 SPRINGFIELD AVE,,URBANA,IL,,,40.1023,-88.2351,10/21/2014 03:32:54 PM,09/08/2015 10:50:08 PM,POINT (-88.2351 40.1023),20,Sunday,Robbery,206477.0
5920,734179600,II1501208,11/13/2014 12:00:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/> FAILURE TO NOTIFY DCFS OF SUSPECTED CHILD ABUSE,,OAK ST S & HAZELWOOD DR,,URBANA,IL,61820.0,,40.0908219,-88.240792,10/15/2015 03:18:00 PM,10/15/2015 05:25:03 PM,POINT (-88.240792 40.0908219),0,Thursday,Assault,206477.0
5922,619211246,II1402200,11/22/2014 03:20:00 AM,[UIPD] ROBBERY,ROBBERY                            <BR/><BR/>OFFICER WAS FLAGGED DOWN BY THE VICTIM OF A STRONG-ARMED ROBBERY.,,200 Block WRIGHT S,,URBANA,IL,,,40.1115,-88.2304,11/24/2014 04:23:41 PM,09/08/2015 10:50:08 PM,POINT (-88.2304 40.1115),3,Saturday,Robbery,206477.0
5963,671143357,II1500062,01/21/2015 05:20:00 PM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS RESPOND TO HOULIHAN'S RESTAURANT/I-HOTEL FOR A REPO RTED BATTERY IN PROGRESS.,,100 Block ST. MARY'S RD,,URBANA,IL,,,40.0944,-88.2383,01/23/2015 01:28:18 PM,01/23/2015 01:31:12 PM,POINT (-88.2383 40.0944),17,Wednesday,Assault,206477.0
5972,673064227,II1500080,01/23/2015 02:03:00 AM,[UIPD] BATTERY-AGGRAVATED,BATTERY-AGGRAVATED                 <BR/><BR/>TWO SUBJECTS FIGHTING OUTSIDE OF BROTHERS BAR. ONE SUBJECT B ATTERED ANOTHER IN FRONT OF AN OFFICER AND WAS SUBSEQUENTLY ARRESTED FOR AGGRAVATEDS BATTERY,,600 Block GREEN ST E,,URBANA,IL,,,40.1102,-88.2298,01/25/2015 01:38:19 PM,01/25/2015 01:35:18 PM,POINT (-88.2298 40.1102),2,Friday,Assault,206477.0
5975,673065822,II1500083,01/24/2015 12:03:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP NEAR NEVADA AND GREGORY WHERE OFFICERS SEARCHED THE VEHICLE DUE TO AN ODOR OF CANNABIS COMING FROM THE CAR. DURING THE SEARCH OF THE VEHICLE, A HANDGUN WAS LOCATED UNDER THE FRONT PASSENGER SEAT.",,NEVADA ST W & GREGORY ST,,URBANA,IL,,,40.106,-88.2215,01/25/2015 01:48:19 PM,01/25/2015 01:46:56 PM,POINT (-88.2215 40.106),0,Saturday,Weapons Offense,206477.0
5980,674281867,II1500094,01/25/2015 05:35:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>SUBJECT WAS TRANSPORTED TO CARLE HOSPITAL. A PETITION FOR INVOLUNTARY ADMISSION WAS COMPLETED.,,700 Block MATHEWS AVE S,,URBANA,IL,,,40.1063,-88.2258,01/26/2015 09:03:19 PM,01/27/2015 04:07:20 AM,POINT (-88.2258 40.1063),17,Sunday,Other,206477.0
6041,691385298,II1500211,02/11/2015 02:09:00 AM,[UIPD] UNLAWFUL USE OF WEAPONS,"UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICER INITIATED A TRAFFIC STOP AND A LOADED FIREARM WAS RE COVERED. DRIVER WAS ARRESTED FOR DRIVING ON REVOKED LICENSE, ILLEGAL REGISTRATION AND UNLAWFUL USE OF WEAPONS",,NEIL S & SPRINGFIELD,,URBANA,IL,,,40.1126,-88.2435,02/12/2015 07:03:23 PM,02/12/2015 07:00:20 PM,POINT (-88.2435 40.1126),2,Wednesday,Weapons Offense,
6049,692230920,II1500219,02/12/2015 08:00:00 AM,[UIPD] UNLAWFUL POSS FIREARM & AMMUNITION,UNLAWFUL POSS FIREARM & AMMUNITION <BR/><BR/>AN EMPLOYEE BROUGHT A WEAPON TO WORK. THE WEAPON WAS CONFISC ATED BY OFFICERS,,1300 Block OAK ST S,,URBANA,IL,,,40.1023,-88.2416,02/13/2015 04:48:23 PM,02/13/2015 04:45:12 PM,POINT (-88.2416 40.1023),8,Thursday,Weapons Offense,206477.0
6073,697346637,II1500262,02/18/2015 07:31:00 PM,[UIPD] MENTAL CASE-TRANSPORTATION,MENTAL CASE-TRANSPORTATION         <BR/><BR/>OFFICER WAS DISPATCHED TO ALLEN HALL #35 IN REFERENCE TO A S UBJECT WHO INTENTIONALLY CUT HIMSELF IN THE LEG WITH A PAIR OF SCISSORS.,,GREGORY DR & DORNER,,URBANA,IL,,,40.1041,-88.221,02/19/2015 06:38:25 PM,02/19/2015 06:54:38 PM,POINT (-88.221 40.1041),19,Wednesday,Other,206477.0
6083,699893223,II1500280,02/21/2015 02:10:00 AM,[UIPD] BATTERY-AGGRAVATED,"BATTERY-AGGRAVATED                 <BR/><BR/>SUBJECT ATTEMPTED TO FLEE FROM POLICE RESPONDING TO A FIGHT CALL. SUJECT WAS CAPTURED AFTER A SHORT PURSUIT AND ARRESTED. DURING TRANSPORT TO THE JAIL, SUBJECT ATTEMPTED TO ESCAPE FROM HANDCUFFS AND THEN SPIT ON OFFICER WHILE BEING RESECURED.",,DANIEL ST E & FIFTH / SIXTH,,URBANA,IL,,,40.108000000000004,-88.23200000000001,02/22/2015 09:13:25 PM,02/22/2015 09:16:20 PM,POINT (-88.232 40.108),2,Saturday,Assault,206477.0
6088,700571165,II1500290,02/22/2015 03:25:00 AM,[UIPD] ROBBERY,"ROBBERY                            <BR/><BR/>FIVE SUBJECTS WERE ARRESTED FOR TWO SEPARATE INCIDENTS ON CHARGES OF ATTEMPTED ROBBERY, MOB ACTION, AND AGGRAVATED BATTERY.",,500 Block ARMORY AV E,,URBANA,IL,,,40.1054,-88.2319,02/23/2015 06:13:25 PM,09/08/2015 10:50:08 PM,POINT (-88.2319 40.1054),3,Sunday,Robbery,206477.0
6106,707100739,II1500333,02/27/2015 09:45:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA ISSUED FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKING LOTS.,,EUCLID ST & ARMORY ST E,,URBANA,IL,,,40.1054,-88.2345,03/03/2015 08:38:28 PM,03/03/2015 08:35:03 PM,POINT (-88.2345 40.1054),21,Friday,Liquor,206477.0
6109,705988409,II1500337,02/28/2015 12:36:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>NTA POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKKING LOTS,,FIFTH & CHALMERS,,URBANA,IL,,,40.1068,-88.23200000000001,03/01/2015 07:58:27 PM,03/01/2015 07:55:09 PM,POINT (-88.232 40.1068),0,Saturday,Liquor,206477.0
6112,707100740,II1500346,03/01/2015 02:38:00 AM,[UIPD] BATTERY,BATTERY                            <BR/><BR/>OFFICERS WERE FLAGGED DOWN ABOUT A FIGHT. A SUBJECT FLED THE SCENE AND WAS ARRESTED FOR BATTERY AND RESISTING A PEACE OF FICER.,,500 Block JOHN ST E,,URBANA,IL,,,40.1092,-88.2316,03/03/2015 08:38:28 PM,03/03/2015 08:35:03 PM,POINT (-88.2316 40.1092),2,Sunday,Assault,206477.0
6135,710138187,II1500384,03/06/2015 11:20:00 AM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>CITY OF CHAMPAIGN NTA ISSUED-OFFICER OBSERVED SUBJECT WALKIN G IN LARGE GROUP NORTHBOUND ON THIRD STREET AT HEALEY STREET SUBJECT DRESSED IN KERMIT THE FROG HAD A GREEN YARD CONTAINI NG AN AMBER LIQUID. SUBJECT ADMITTED IT WAS CHEAP BEER.,,THIRD ST & HEALEY ST,,URBANA,IL,,,40.1115,-88.2354,03/18/2015 06:18:32 PM,03/18/2015 06:15:03 PM,POINT (-88.2354 40.1115),11,Friday,Liquor,206477.0
6136,710138188,II1500385,03/06/2015 12:16:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,"POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>CITY OF CHAMPAIGN NTA ISSUED - OFFICER OBSERVED TWO SUBJECTS WALKING EASTBOUND ON ARMORY AT ARBOR. ONE SUBJECT CARRYING R ED SOLO CUP, SUBJECT STATED NOTHING IN CUP, OFFICER SMELLED CUP AND SMELLED RUM AND COKE, ADMITTED IT WAS A MIXED DRINK.",,ARMORY AVE & ARBOR ST,,URBANA,IL,,,40.1054,-88.2366,03/18/2015 06:18:32 PM,03/18/2015 06:15:04 PM,POINT (-88.2366 40.1054),12,Friday,Liquor,206477.0
6138,710138185,II1500391,03/06/2015 02:03:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,"POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>OFFICER OBSERVED FOUR WHITE FEMALES WALKING EASTBOUND ON ARM ORYAND TWO SUBJECTS CARRYING CANS OF OPEN NATURAL LITE BEER. BOTH SUBJECTS CLAIM NO KNOWLEDGE OF LAW, VERY COOPERATIVE. LIQUID IS AMBER IN COLOR SMELLING OF BEER.",,ARMORY AVE & ARBOR ST,,URBANA,IL,,,40.1054,-88.2366,03/18/2015 06:18:32 PM,03/18/2015 06:15:04 PM,POINT (-88.2366 40.1054),14,Friday,Liquor,206477.0
6272,712860292,II1500641,04/14/2015 09:05:00 PM,[UIPD] UNLAWFUL USE OF WEAPONS,UNLAWFUL USE OF WEAPONS            <BR/><BR/>OFFICERS CONDUCTED A TRAFFIC STOP AND LATER ARRESTED DRIVER AND PASSENGER FOR SEVERAL DRUG AND WEAPONS OFFENSES.,,LINCOLN AVE S & PENNSYLVANIA AVE,,URBANA,IL,,,40.1006,-88.2191,04/15/2015 07:38:39 PM,04/15/2015 07:35:03 PM,POINT (-88.2191 40.1006),21,Tuesday,Weapons Offense,206477.0
6293,713375520,II1500673,04/18/2015 11:03:00 PM,[UIPD] POSS ALCOHOL PUB PROP / PARKING LOT,POSS ALCOHOL PUB PROP / PARKING LOT<BR/><BR/>CHAMPAIGN NTA FOR POSSESSION PROHIBITED ON PUBLIC PROPERTY AND BUSINESS PARKING LOTS,,500 Block DANIEL ST E,,URBANA,IL,,,40.108000000000004,-88.23200000000001,04/22/2015 12:48:40 AM,04/22/2015 12:45:03 AM,POINT (-88.232 40.108),23,Saturday,Liquor,206477.0
